what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011026343
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1417011026395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011038269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011099977
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1417011100025
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417011107052
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011107829
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011150753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1417011158769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1417011159884
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011187465
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011191104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1417011192212
executed,command,com.python.pydev.refactoring,2.8.2.2013090511,"org.python.pydev.editor.actions.navigation.pyGoToDefinition",1417011195808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011195942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011199838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417011210223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011213053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011222943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011229127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011230713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417011231356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011232644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011254949
executed,command,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.actions.togglecomment",1417011280380
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417011295645
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417011328901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1417011378885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011380805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1417011391503
activated,perspective,org.python.pydev,,"org.python.pydev.ui.PythonPerspective",1476690905217
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1476690905218
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1476690905218
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1476690905218
started,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1476690905218
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201202111925,"org.eclipse.cdt.codan.core",1476690905218
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1476690905218
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1476690905218
started,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1476690905218
started,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1476690905218
started,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1476690905218
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1476690905218
started,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1476690905218
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1476690905218
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1476690905218
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1476690905218
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1476690905218
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1476690905218
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1476690905218
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1476690905218
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1476690905218
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1476690905218
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1476690905218
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1476690905218
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1476690905218
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1476690905218
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1476690905218
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1476690905218
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1476690905218
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1476690905218
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1476690905218
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1476690905218
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1476690905218
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1476690905218
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1476690905218
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1476690905218
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1476690905218
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1476690905218
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1476690905218
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1476690905218
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1476690905218
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1476690905218
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1476690905218
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1476690905218
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1476690905218
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1476690905218
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1476690905218
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1476690905218
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1476690905218
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1476690905218
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1476690905218
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1476690905218
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1476690905218
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1476690905218
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1476690905218
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1476690905218
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1476690905218
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1476690905218
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1476690905218
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1476690905218
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1476690905218
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1476690905218
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1476690905218
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1476690905218
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1476690905218
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1476690905219
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1476690905219
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1476690905219
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1476690905219
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1476690905219
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1476690905219
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1476690905219
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1476690905219
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1476690905219
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1476690905219
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1476690905219
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1476690905219
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1476690905219
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1476690905219
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1476690905219
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1476690905219
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1476690905219
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1476690905219
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1476690905219
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1476690905219
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1476690905219
started,bundle,com.python.pydev,2.8.2.2013090511,"com.python.pydev",1476690905219
started,bundle,com.python.pydev.analysis,2.8.2.2013090511,"com.python.pydev.analysis",1476690905219
started,bundle,com.python.pydev.codecompletion,2.8.2.2013090511,"com.python.pydev.codecompletion",1476690905219
started,bundle,com.python.pydev.refactoring,2.8.2.2013090511,"com.python.pydev.refactoring",1476690905219
started,bundle,org.python.pydev,2.8.2.2013090511,"org.python.pydev",1476690905219
started,bundle,org.python.pydev.core,2.8.2.2013090511,"org.python.pydev.core",1476690905219
started,bundle,org.python.pydev.debug,2.8.2.2013090511,"org.python.pydev.debug",1476690905219
started,bundle,org.python.pydev.django,2.8.2.2013090511,"org.python.pydev.django",1476690905219
started,bundle,org.python.pydev.jython,2.8.2.2013090511,"org.python.pydev.jython",1476690905219
started,bundle,org.python.pydev.parser,2.8.2.2013090511,"org.python.pydev.parser",1476690905219
started,bundle,org.python.pydev.refactoring,2.8.2.2013090511,"org.python.pydev.refactoring",1476690905219
started,bundle,org.python.pydev.shared_core,2.8.2.2013090511,"org.python.pydev.shared_core",1476690905219
started,bundle,org.python.pydev.shared_interactive_console,2.8.2.2013090511,"org.python.pydev.shared_interactive_console",1476690905219
started,bundle,org.python.pydev.shared_ui,2.8.2.2013090511,"org.python.pydev.shared_ui",1476690905219
os,sysinfo,,,"linux",1476690905231
arch,sysinfo,,,"x86_64",1476690905231
ws,sysinfo,,,"gtk",1476690905231
locale,sysinfo,,,"en_US",1476690905231
processors,sysinfo,,,"1",1476690905236
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1476690905236
java.runtime.version,sysinfo,,,"1.6.0_40-b40",1476690905236
java.specification.name,sysinfo,,,"Java Platform API Specification",1476690905236
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1476690905236
java.specification.version,sysinfo,,,"1.6",1476690905236
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1476690905236
java.version,sysinfo,,,"1.6.0_40",1476690905236
java.vm.info,sysinfo,,,"mixed mode",1476690905236
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1476690905236
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1476690905236
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1476690905236
java.vm.specification.version,sysinfo,,,"1.0",1476690905236
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1476690905236
java.vm.version,sysinfo,,,"23.40-b40",1476690905236
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1476690906254
error,log,,,"Unhandled event loop exception",1476690906721
activated,view,org.python.pydev,2.8.2.2013090511,"org.python.pydev.navigator.view",1476690926106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476691016920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476691146620
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1476691147522
activated,view,org.python.pydev,2.8.2.2013090511,"org.python.pydev.navigator.view",1476691168058
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1476691181889
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476691185573
opened,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1476691195657
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1476691195683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476691198033
executed,command,,,"AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction",1476691209525
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1476691215527
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1476691215573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476691233133
error,log,,,"Unable to get project for the run",1476691281243
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1476691307631
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1476691307974
error,log,,,"Unable to get project for the run",1476691309365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476691310546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1476691441717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1476691442626
error,log,,,"Unable to get project for the run",1476691443601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476691445218
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476691460440
error,log,,,"Variable references non-existent resource : ${workspace_loc:build/[Source directory]/single_motor/src/armControllerNode.py}",1476691460444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476691472589
error,log,,,"Variable references non-existent resource : ${workspace_loc:build/[Source directory]/crossnballs/src/armControllerNode.py}",1476691472598
error,log,,,"Variable references non-existent resource : ${workspace_loc:build/[Source directory]/crossnballs/n/armControllerNode.py}",1476691488716
error,log,,,"Variable references non-existent resource : ${workspace_loc:build/[Source directory]/crossnballs/no/armControllerNode.py}",1476691489020
error,log,,,"Variable references non-existent resource : ${workspace_loc:build/[Source directory]/crossnballs/nod/armControllerNode.py}",1476691489162
error,log,,,"Variable references non-existent resource : ${workspace_loc:build/[Source directory]/crossnballs/node/armControllerNode.py}",1476691489390
error,log,,,"Variable references non-existent resource : ${workspace_loc:build/[Source directory]/crossnballs/nodes/armControllerNode.py}",1476691489640
error,log,,,"Variable references non-existent resource : ${workspace_loc:build/[Source directory]/crossnballs/nodes/armControllerNode.py}",1476691510482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1476691521182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476691524932
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1476691537790
error,log,,,"Variable references non-existent resource : ${workspace_loc:build/[Source directory]/crossnballs/nodes/armControllerNode.py}",1476691543681
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476691563622
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1476691569133
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1476691641761
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1476691642245
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1476691645316
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1476691645528
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1476691645529
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1476691645534
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1476691645693
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1476691646082
started,bundle,com.python.pydev.debug,2.8.2.2013090511,"com.python.pydev.debug",1476691646098
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1476691656732
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1476691657832
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476691668455
error,log,,,"Variable references non-existent resource : ${workspace_loc:build/[Source directory]/crossnballs/nodes/armControllerNode.py}",1476691671709
error,log,,,"Variable references non-existent resource : ${workspace_loc:build/[Source directory]/crossnballs/nodes/armControllerNode.py}",1476691699310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476691703418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476691705086
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476714453283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476714459494
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476714469101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476714469135
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1476714478062
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1476714481784
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1476714483975
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1476714483975
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1476714483984
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1476714483996
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1476714483996
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1476714483996
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1476714483996
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1476714484010
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1476714484011
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1476714484012
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1476714484066
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1476714484073
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1476714484073
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1476714484074
